Donante;Banco;Canal de Ingreso;Tratamiento;CBU;Descripción;Estado;Fecha de compromiso;Fecha de fin de compromiso;Fecha para realizar primer cobranza;Forma de Pago;Frecuencia;Moneda;Monto en pesos;Monto en otra moneda;Número de Sobre;Tipo de compromiso;Donó tarjeta donante;Campaña
0036100000rfuJV;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;100;;22973;Eventual;TRUE;70161000001VaYA
0036100000rftBn;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;70;;22974;Eventual;FALSE;70161000001VfTj
0036100000rfodW;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;200;;22975;Eventual;FALSE;70161000001VaYA
0036100000reLjb;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;100;;22976;Eventual;TRUE;70161000001VaYA
0036100000reNZ4;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;100;;22977;Eventual;TRUE;70161000001VaYA
0036100000rfoj9;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;30;;22978;Eventual;TRUE;70161000001VaYA
0036100000reMix;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;200;;22979;Eventual;TRUE;70161000001VaYA
0036100000rft4n;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;200;;22980;Eventual;FALSE;70161000001VfTi
0036100000rftwq;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;50;;22981;Eventual;FALSE;70161000001VaY9
0036100000rglrt;;Otro;;;;Completo;10/08/2018;10/08/2018;10/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;1000;;22982;Eventual;TRUE;70161000001VaYA
