Donante;Banco;Canal de Ingreso;Tratamiento;CBU;Descripción;Estado;Fecha de compromiso;Fecha de fin de compromiso;Fecha para realizar primer cobranza;Forma de Pago;Frecuencia;Moneda;Monto en pesos;Monto en otra moneda;Número de Sobre;Tipo de compromiso;Donó tarjeta donante;Campaña
0036100000reLry;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;100;;22531;Eventual;TRUE;70161000001VaYA
0036100000reNVD;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;150;;22532;Eventual;TRUE;70161000001VaYA
0036100000rfpXo;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;100;;22533;Eventual;TRUE;70161000001VaYA
0036100000rfpjK;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;120;;22534;Eventual;TRUE;70161000001VaYA
0036100000rfpny;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;100;;22535;Eventual;TRUE;70161000001VaYA
0036100000rfpot;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;50;;22536;Eventual;TRUE;70161000001VaYA
0036100000rfpoz;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;150;;22537;Eventual;TRUE;70161000001VaYA
0036100000rfq2r;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;700;;22538;Eventual;TRUE;70161000001VaYA
0036100000rfqss;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;84.5;;22539;Eventual;TRUE;70161000001VaYA
0036100000rfrFr;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;300;;22540;Eventual;TRUE;70161000001VaYA
0036100000rfrxJ;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;150;;22541;Eventual;TRUE;70161000001VaYA
0036100000rfs9x;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;200;;22542;Eventual;TRUE;70161000001VaYA
0036100000rfsq0;;Otro;;;;Completo;07/08/2018;07/08/2018;07/08/2018;Pago Fácil;Esporádica;Pesos Argentinos;450;;22543;Eventual;TRUE;70161000001VaYA
